-6.520000000000001350e-01 -1.700000000000000178e+00
-6.531515151515154827e-01 -1.699526066350711018e+00
-6.566060606060606375e-01 -1.698578199052132698e+00
-6.600606060606062364e-01 -1.697156398104265440e+00
-6.646666666666667389e-01 -1.695734597156398182e+00
-6.681212121212123378e-01 -1.694312796208530925e+00
-6.727272727272728403e-01 -1.693364928909952605e+00
-6.761818181818184392e-01 -1.691943127962085347e+00
-6.796363636363635941e-01 -1.690521327014218089e+00
-6.842424242424245406e-01 -1.689099526066350831e+00
-6.876969696969696955e-01 -1.687677725118483574e+00
-6.923030303030306420e-01 -1.686255924170616316e+00
-6.969090909090911445e-01 -1.684834123222748836e+00
-7.015151515151516470e-01 -1.683412322274881578e+00
-7.049696969696972459e-01 -1.681990521327014321e+00
-7.095757575757577484e-01 -1.680568720379147063e+00
-7.141818181818182509e-01 -1.679146919431279805e+00
-7.187878787878787534e-01 -1.677725118483412325e+00
-7.222424242424243523e-01 -1.676303317535545068e+00
-7.268484848484848548e-01 -1.674881516587677810e+00
-7.314545454545458014e-01 -1.673459715639810552e+00
-7.360606060606063039e-01 -1.672037914691943294e+00
-7.395151515151514587e-01 -1.670616113744076037e+00
-7.441212121212124053e-01 -1.669194312796208557e+00
-7.487272727272729078e-01 -1.667772511848341299e+00
-7.533333333333334103e-01 -1.666350710900474041e+00
-7.567878787878790092e-01 -1.664928909952606784e+00
-7.613939393939395117e-01 -1.663507109004739526e+00
-7.660000000000000142e-01 -1.662085308056872046e+00
-7.706060606060609608e-01 -1.660663507109004788e+00
-7.740606060606061156e-01 -1.659241706161137531e+00
-7.786666666666666181e-01 -1.658293838862559433e+00
-7.832727272727275647e-01 -1.656872037914691953e+00
-7.878787878787880672e-01 -1.655450236966824695e+00
-7.924848484848485697e-01 -1.653554502369668278e+00
-7.970909090909090722e-01 -1.652132701421801020e+00
-8.016969696969700188e-01 -1.650710900473933762e+00
-8.063030303030305213e-01 -1.649289099526066504e+00
-8.109090909090910237e-01 -1.647867298578199247e+00
-8.155151515151515262e-01 -1.645971563981042829e+00
-8.212727272727273764e-01 -1.644549763033175349e+00
-8.258787878787878789e-01 -1.643127962085308091e+00
-8.304848484848488255e-01 -1.641706161137440834e+00
-8.350909090909093280e-01 -1.640284360189573576e+00
-8.396969696969698305e-01 -1.638388625592417158e+00
-8.443030303030303330e-01 -1.636966824644549900e+00
-8.489090909090908355e-01 -1.635545023696682643e+00
-8.535151515151517820e-01 -1.634123222748815163e+00
-8.592727272727276322e-01 -1.632701421800947905e+00
-8.638787878787881347e-01 -1.631279620853080647e+00
-8.684848484848486372e-01 -1.629383886255924230e+00
-8.730909090909091397e-01 -1.627962085308056972e+00
