1.1499999759043031E+000 -1.8704987243991004E-002
1.1499999524275424E+000 -2.9883480510937609E-002
1.1499999195684660E+000 -3.9394316063222301E-002
1.1499998572553516E+000 -4.9272476948080096E-002
1.1499997588250437E+000 -5.7536572498515640E-002
1.1499996026402373E+000 -6.4300127964907042E-002
1.1499993377954509E+000 -6.9332963722356311E-002
1.1499988476075860E+000 -7.0790276785612019E-002
1.1499977041849629E+000 -6.8661259463986227E-002
1.1499949050934859E+000 -6.7097855050014310E-002
1.1499889319526573E+000 -6.6359217146306645E-002
1.1499743495832657E+000 -6.5019790812035572E-002
1.1499342592588360E+000 -6.1967003016444977E-002
1.1498826507614386E+000 -5.8256735901325567E-002
1.1498400340620649E+000 -5.5248139414328927E-002
1.1498050656434058E+000 -5.2806098241366999E-002
1.1497765161411755E+000 -5.0820311843493789E-002
1.1497515747417717E+000 -4.9093991509095165E-002
1.1497283972709083E+000 -4.7490915405547125E-002
1.1497060747808410E+000 -4.5947715388233328E-002
1.1496841825478374E+000 -4.4430764315852037E-002
1.1496626353468935E+000 -4.2940724488999563E-002
1.1496413952242981E+000 -4.1471642760560368E-002
1.1496203300898187E+000 -4.0015732695366929E-002
1.1495994411487318E+000 -3.8572126430937173E-002
1.1495787327990123E+000 -3.7141613112704940E-002
1.1495581500320968E+000 -3.5719977535378110E-002
1.1495376695137445E+000 -3.4306060563619165E-002
1.1495172837701690E+000 -3.2899505299664476E-002
1.1494969944413131E+000 -3.1501292475128971E-002
1.1494594518772616E+000 -2.8897574080197688E-002
1.1494080367322368E+000 -2.5326141530192938E-002
1.1493658263387847E+000 -2.2428395002218892E-002
1.1493313580295876E+000 -2.0086665770520616E-002
1.1493018543132485E+000 -1.8091489561907325E-002
1.1492731206949427E+000 -1.6155434976488060E-002
1.1492455569076248E+000 -1.4306567320356704E-002
1.1492205209725468E+000 -1.2639848730452213E-002
1.1491964729421931E+000 -1.1045511244952604E-002
1.1491530650375785E+000 -8.1622316019182711E-003
1.1490945252553975E+000 -4.2801709284925023E-003
1.1490466131998320E+000 -1.1140465439811967E-003
1.1490075906313764E+000 1.4771087190936555E-003
1.1489469502202332E+000 5.5282046238456662E-003
1.1488724987100709E+000 1.0591992133451937E-002
1.1488113881525859E+000 1.4811189385212278E-002
1.1487614682543035E+000 1.8320101362527971E-002
1.1487208394818624E+000 2.1226895235617476E-002
1.1486866362968033E+000 2.3760561632121160E-002
1.1486569239596802E+000 2.6072704747040716E-002
1.1486328378759911E+000 2.8059753923220611E-002
1.1486133201246940E+000 2.9790782693780334E-002
1.1485975052035133E+000 3.1340750509026523E-002
1.1485846868906906E+000 3.2777289002871780E-002
1.1485742917991442E+000 3.4145620340939632E-002
1.1485658567701345E+000 3.5508680700076588E-002
1.1485590062670008E+000 3.6911322263206307E-002
1.1485534372575903E+000 3.8361923641231470E-002
1.1485489070538142E+000 3.9900941595065208E-002
1.1485452190423149E+000 4.1548857375973205E-002
1.1485422144068693E+000 4.3279935164538583E-002
1.1485397659163923E+000 4.5049410107620078E-002
1.1485377713132139E+000 4.6791746611844938E-002
1.1485361481071445E+000 4.8434979361374676E-002
1.1485348203569830E+000 4.9932424177327073E-002
1.1485336854385304E+000 5.1285042290089879E-002
1.1485326706756356E+000 5.2486290818937353E-002
1.1485317282780250E+000 5.3517546169428318E-002
1.1485308279135826E+000 5.4373880568108782E-002
1.1485299515723111E+000 5.5081924325683797E-002
1.1485290956082044E+000 5.5674180652138180E-002
1.1485282589395904E+000 5.6174569903803567E-002
1.1485266705738975E+000 5.6894437760995779E-002
1.1485242105885363E+000 5.7629439139729025E-002
1.1485222337537999E+000 5.8061076962543437E-002
1.1485203788136500E+000 5.8382907503654172E-002
1.1485167528271558E+000 5.8873987727033464E-002
1.1485113470426982E+000 5.9484399622367165E-002
1.1485070074187480E+000 5.9937509946924469E-002
1.1485035085734951E+000 6.0283434388673653E-002
1.1485003045640498E+000 6.0593015129916286E-002
1.1484971898782157E+000 6.0885902782235463E-002
1.1484910739165284E+000 6.1443131962965518E-002
1.1484822014447267E+000 6.2224016289966953E-002
1.1484750723762498E+000 6.2834217253928390E-002
1.1484693497830614E+000 6.3318685502774877E-002
1.1484646511295589E+000 6.3710307490563833E-002
1.1484603954174506E+000 6.4061841026736621E-002
1.1484563409552018E+000 6.4394394328683366E-002
1.1484523726503426E+000 6.4717639096155272E-002
1.1484484340867445E+000 6.5036596478680195E-002
1.1484444977138031E+000 6.5353672280613340E-002
1.1484367391853527E+000 6.5972583045739622E-002
1.1484256395653905E+000 6.6847367174720021E-002
1.1484167172253901E+000 6.7549116013220986E-002
1.1484095520477786E+000 6.8110415727028709E-002
1.1484038023374856E+000 6.8558738950280668E-002
1.1483989095440041E+000 6.8940485803566182E-002
1.1483944353926965E+000 6.9288969450514035E-002
1.1483901805226915E+000 6.9619791788166879E-002
1.1483860456440467E+000 6.9941639222684024E-002
1.1483819800296695E+000 7.0258354770932244E-002
1.1483779575215769E+000 7.0572086464932612E-002
1.1483739647381621E+000 7.0884036320437369E-002
1.1483699950336592E+000 7.1194456339949891E-002
1.1483660453420508E+000 7.1503952494269066E-002
1.1483621143885625E+000 7.1812949710420279E-002
1.1483582019145540E+000 7.2120926541459587E-002
1.1483543082748444E+000 7.2427599347838809E-002
1.1483504340011286E+000 7.2733310920230762E-002
1.1483465797179953E+000 7.3038387702056451E-002
1.1483427460686240E+000 7.3341502738300507E-002
1.1483389336028547E+000 7.3645621753985285E-002
1.1483351427564532E+000 7.3949050284153675E-002
1.1483313741488235E+000 7.4251710726632350E-002
1.1483276283406481E+000 7.4553681703075261E-002
1.1483239058243253E+000 7.4854767914747142E-002
1.1483202068757954E+000 7.5155332101069672E-002
1.1483165319908442E+000 7.5454477879594514E-002
1.1483128817526158E+000 7.5752519609423627E-002
1.1483096336719110E+000 7.6018817381056314E-002
1.1483070965279585E+000 7.6227531922398353E-002
