-8.247272727272729753e-01 -1.358293838862559166e+00
-8.247272727272729753e-01 -1.358767772511848548e+00
-8.247272727272729753e-01 -1.359241706161137486e+00
-8.247272727272729753e-01 -1.359715639810426646e+00
-8.247272727272729753e-01 -1.360189573459715806e+00
-8.247272727272729753e-01 -1.360663507109004744e+00
-8.247272727272729753e-01 -1.361137440758293904e+00
-8.247272727272729753e-01 -1.361611374407583064e+00
-8.247272727272729753e-01 -1.362085308056872002e+00
-8.247272727272729753e-01 -1.362559241706161162e+00
-8.247272727272729753e-01 -1.363033175355450322e+00
-8.247272727272729753e-01 -1.363507109004739259e+00
-8.247272727272729753e-01 -1.364454976303317579e+00
-8.247272727272729753e-01 -1.364928909952606739e+00
-8.247272727272729753e-01 -1.365402843601895899e+00
-8.247272727272729753e-01 -1.366350710900473997e+00
-8.247272727272729753e-01 -1.366824644549763157e+00
-8.247272727272729753e-01 -1.367772511848341255e+00
-8.247272727272729753e-01 -1.368720379146919353e+00
-8.247272727272729753e-01 -1.369668246445497672e+00
-8.247272727272729753e-01 -1.371090047393364930e+00
-8.247272727272729753e-01 -1.372511848341232188e+00
-8.247272727272729753e-01 -1.373933649289099446e+00
-8.247272727272729753e-01 -1.375355450236966925e+00
-8.247272727272729753e-01 -1.376777251184834183e+00
-8.247272727272729753e-01 -1.379146919431279539e+00
-8.247272727272729753e-01 -1.381516587677725116e+00
-8.247272727272729753e-01 -1.383886255924170694e+00
-8.247272727272729753e-01 -1.386729857819905209e+00
-8.247272727272729753e-01 -1.389099526066350787e+00
-8.247272727272729753e-01 -1.391469194312796365e+00
-8.247272727272729753e-01 -1.393364928909952560e+00
-8.247272727272729753e-01 -1.395260663507109200e+00
-8.247272727272729753e-01 -1.397156398104265396e+00
-8.258787878787878789e-01 -1.399052132701421813e+00
-8.258787878787878789e-01 -1.400473933649289293e+00
-8.258787878787878789e-01 -1.402369668246445489e+00
-8.258787878787878789e-01 -1.403791469194312747e+00
-8.258787878787878789e-01 -1.405213270142180004e+00
-8.258787878787878789e-01 -1.406635071090047484e+00
-8.258787878787878789e-01 -1.408056872037914742e+00
-8.258787878787878789e-01 -1.409004739336492840e+00
-8.258787878787878789e-01 -1.410426540284360097e+00
-8.258787878787878789e-01 -1.411374407582938417e+00
-8.258787878787878789e-01 -1.412796208530805675e+00
-8.258787878787878789e-01 -1.413744075829383995e+00
-8.258787878787878789e-01 -1.415165876777251253e+00
-8.258787878787878789e-01 -1.416113744075829572e+00
-8.258787878787878789e-01 -1.417061611374407670e+00
-8.258787878787878789e-01 -1.418009478672985768e+00
-8.258787878787878789e-01 -1.418957345971564088e+00
-8.270303030303032266e-01 -1.419905213270142408e+00
-8.270303030303032266e-01 -1.420853080568720284e+00
-8.270303030303032266e-01 -1.421800947867298603e+00
-8.270303030303032266e-01 -1.422748815165876923e+00
-8.270303030303032266e-01 -1.423696682464455021e+00
-8.270303030303032266e-01 -1.424644549763033119e+00
-8.270303030303032266e-01 -1.425592417061611439e+00
-8.270303030303032266e-01 -1.425592417061611439e+00
-8.270303030303032266e-01 -1.426540284360189759e+00
-8.270303030303032266e-01 -1.427488151658767856e+00
-8.270303030303032266e-01 -1.428909952606635114e+00
-8.281818181818181301e-01 -1.429857819905213212e+00
-8.281818181818181301e-01 -1.430805687203791532e+00
-8.281818181818181301e-01 -1.432227488151658790e+00
-8.281818181818181301e-01 -1.433175355450237110e+00
-8.281818181818181301e-01 -1.434597156398104367e+00
-8.281818181818181301e-01 -1.435071090047393305e+00
-8.293333333333334778e-01 -1.436492890995260785e+00
