logM logR
-0.9288822513578493 -1.600620740826224
-0.9298371868786524 -1.6003476734853377
-0.9309615031857551 -1.600025426636251
-0.9318549313028719 -1.599769318641034
-0.933047037351473 -1.5994276230763165
-0.9339485819400127 -1.5991692366368093
-0.9352138931259937 -1.5988056587282562
-0.936416379526269 -1.5984601374966634
-0.9374182586274274 -1.5981720267843829
-0.9384900613271755 -1.597864038439124
-0.9394748486069321 -1.5975806513438073
-0.9405473174685894 -1.5972718342642351
-0.9415529198251364 -1.5969823413944964
-0.942662079251132 -1.596662486712034
-0.9436796638479407 -1.59636929418945
-0.9448739414435544 -1.5960250794136732
-0.9459215272684477 -1.5957226933982767
-0.9470470128963872 -1.5953978614481883
-0.9480866206404187 -1.5950976756744788
-0.9493848165867709 -1.594722583186898
-0.9504327754012687 -1.5944200349413171
-0.9515374887253263 -1.5941006765393562
-0.9526642782272741 -1.5937747001455302
-0.9537407068165493 -1.5934634106232533
-0.9548334217362014 -1.59314704137142
-0.956327806514283 -1.5927144141137919
-0.9574366156465953 -1.5923935864535093
-0.9584404036795187 -1.5921029118260233
-0.958710096798995 -1.592024739803447
-0.9598158942777543 -1.591704315709329
-0.961153022059898 -1.591316894986903
-0.9623471045404659 -1.5909708388489143
-0.9636326666722966 -1.590598134776272
-0.9647664658123457 -1.5902694170520493
-0.9661122410499374 -1.5898789808377278
-0.9673986505231887 -1.5895061707699922
-0.9686494655728021 -1.5891433566213105
-0.9701039108626577 -1.5887219113915656
-0.971401939420334 -1.5883453507435492
-0.9726645480334429 -1.5879790442539325
-0.9740071467819993 -1.587589608047964
-0.9752087524262438 -1.5872410503575631
-0.9767267501327126 -1.5868006723210408
-0.9780834816506376 -1.5864070482378083
-0.9795250630562299 -1.5859888574540797
-0.9810558649958842 -1.585544649814802
-0.9826471543991206 -1.585082786463047
-0.9844256162966362 -1.5845672732452318
-0.9859522995287487 -1.5841243517575838
-0.9873497861911337 -1.5837187802294035
-0.9887760273204448 -1.5833049953888654
-0.9904086680871056 -1.582831694394165
-0.9919927063821566 -1.5823722575714443
-0.9936724219287222 -1.5818853733592828
-0.9950879746271601 -1.5814746631239698
-0.9962565701230176 -1.5811360109402157
-0.9979610650829953 -1.5806418980322334
-0.9992337246714582 -1.5802729077637536
-1.0000530592363241 -1.5800351941851396
-1.0005869612576863 -1.5798806572602913
-1.0021645322334827 -1.5794234327619456
-1.003980581067489 -1.5788968361621192
-1.0056158326016755 -1.578422883391594
-1.007244108876041 -1.5779510263340806
-1.0087532088824396 -1.5775138974581404
-1.0101817048274748 -1.5770999822805816
-1.011916080131153 -1.576597451762845
-1.0136469642601542 -1.5760965281046972
-1.0154743142976517 -1.5755676404125958
-1.0168083579687544 -1.5751813743308958
-1.0186430910739492 -1.5746507498259947
-1.020132215640335 -1.574219788748504
-1.0216999447860078 -1.5737663025132622
-1.0233627208229024 -1.5732856618187514
-1.0251249518025887 -1.5727765848180968
-1.0271224757111972 -1.572199422491736
-1.0290330437762099 -1.5716476926574727
-1.031079409272051 -1.5710569102370313
-1.0328781039644033 -1.5705380258280601
-1.0347824898636215 -1.5699887492334694
-1.036988607317177 -1.569352595301789
-1.0389683264828447 -1.568782210798771
-1.0408542614133305 -1.5682388142005772
-1.0428492801596934 -1.5676644899752772
-1.0449580281579933 -1.5670576812302044
-1.045879536829632 -1.566792324495299
-1.0471850870989692 -1.5664168784771964
-1.0493424199982617 -1.5657966061309838
-1.0514241694674917 -1.5651981522522311
-1.0536231090764876 -1.564566241659168
-1.055943493064664 -1.5638998013364616
-1.0583894138544596 -1.5631979104639238
-1.060756300769897 -1.562518802682173
-1.0630375997871058 -1.56186471346233
-1.0654434986429109 -1.5611751014622113
-1.0679782011373824 -1.5604488089455821
-1.070645560782648 -1.559685036716151
-1.0734498491390212 -1.5588821897185983
-1.076157132385591 -1.5581078518379028
-1.078761701179195 -1.5573631493216251
-1.0815012880240056 -1.5565802199347516
-1.0843793951687795 -1.5557585054759395
-1.0873999612473932 -1.5548965802016428
-1.0905660791291063 -1.5539939886293965
-1.093880834459593 -1.5530499904330655
-1.096803780484244 -1.552218081776248
-1.0970426719117083 -1.5521503945464115
-1.0998698909958058 -1.5513466321484886
-1.1030824449425096 -1.5504348589996504
-1.106445016949831 -1.549481254571911
-1.1099602489089244 -1.5484852989789348
-1.1136302819990342 -1.5474468748991952
-1.1168940256853181 -1.5465245433582413
-1.120257758577094 -1.545575158143704
-1.1237743464405145 -1.5445837498390533
-1.1274462256037336 -1.5435498053439438
-1.1312752496876595 -1.5424732724396522
-1.1352633713444285 -1.5413535352246492
-1.1394121353027642 -1.5401901316897137
-1.1433722271342366 -1.5390815088667362
-1.1471407579220476 -1.5380281915822973
-1.151068322591857 -1.5369317932726752
-1.1544955645597057 -1.5359766010989095
-1.1551562843917227 -1.5357923631703632
-1.159405639481267 -1.5346100509998681
-1.1638173879469875 -1.5333845378818534
-1.168022758916781 -1.5322185525161418
-1.172773126300594 -1.5309042518785003
-1.1776857277941655 -1.5295476198714122
-1.1827594490067093 -1.528149615088792
-1.1879932069546317 -1.5267106754144912
-1.193385031102015 -1.5252321784742524
-1.1989329719948483 -1.52371507119015
-1.204634857486893 -1.5221602406550254
-1.2110503281556984 -1.520415909298649
-1.2181501757022395 -1.5184923280168223
-1.2223143522798894 -1.517367949922898
-1.2265459203233842 -1.516227492283997
-1.2349885929713844 -1.5139594339864861
-1.245859123866551 -1.511054567416514
-1.2591043666049646 -1.5075392693235707
-1.2722857239513357 -1.5040679721855839
-1.2854047472316668 -1.5006415263926063
-1.2984633383741389 -1.497259598945727
-1.3010678164494813 -1.4965887739240906
-1.3114629160165212 -1.493922508182787
-1.3244054947731174 -1.490629405718008
-1.3372910518335523 -1.4873826476492829
-1.3501228719796565 -1.4841790831177808
-1.3565187821200464 -1.4825938830049796
-1.362901227683539 -1.4810202983997895
-1.3756277526904834 -1.4779056893057665
-1.388302792430874 -1.4748365067184406
-1.3984066671256088 -1.4724135780174752
-1.4009274908424256 -1.4718126604663522
-1.4135025979323648 -1.4688346300297057
-1.4260288948076172 -1.4659027491002503
-1.4385076825984056 -1.4630163992332688
-1.4509411454168082 -1.4601734211579507
-1.4633324477620806 -1.457369954605137
-1.4756791250470587 -1.4546113374735725
-1.4879785154044645 -1.451903352861959
-1.500229255550007 -1.4492495564334997
-1.5087791990665587 -1.4474192059146844
-1.5124382831624474 -1.446639626103559
-1.5234008666891472 -1.444312084601536
-1.5246177546666635 -1.4440542181700236
-1.5367768590955144 -1.4414787826663191
-1.5489132719954355 -1.4389179006461914
-1.560997653489147 -1.4364216985216027
-1.5730005645878684 -1.4340411668106796
-1.584931863087252 -1.4317614322447578
-1.5968590806153136 -1.4294696728255425
-1.6088430251558887 -1.4270629055173025
-1.6208734986986124 -1.4245576602460135
-1.6316386805756606 -1.422391209498559
-1.6328287689709784 -1.4221599028073137
-1.644717024272732 -1.419859806255634
-1.6566191611008065 -1.4175196323764419
-1.6685134627199711 -1.4151760069147183
-1.6803939990451249 -1.4128401059416498
-1.6922707893853377 -1.4104953291677362
-1.699393736124821 -1.4090866260629764
-1.7041413319710648 -1.408146359931285
-1.7160090028069546 -1.405787994317255
-1.7278734470046375 -1.4034212394499412
-1.7349912963909828 -1.4019961357904
-1.7397376919910288 -1.4010414637231543
-1.7516182109917438 -1.3986210419335259
-1.763493316506365 -1.3961965850772644
-1.7753210263885721 -1.3938410826092744
-1.787173192244444 -1.3914329224855435
-1.7990488306035397 -1.3889725231016412
-1.810929910286676 -1.3864917637264842
-1.8192272644265748 -1.3847814027668583
-1.8227707766594807 -1.3840682324839515
-1.834575135542621 -1.38169800762522
-1.8463905244501715 -1.3792988586843957
-1.8581843586456535 -1.3769269050411592
-1.8699676961377418 -1.3745637585913728
-1.881727813822316 -1.3722314404041278
-1.8840774385732135 -1.371768073788373
-1.8934690707222557 -1.3699230104017441
-1.905189533808911 -1.3676419526407
-1.9168875230801465 -1.3653915477670968
-1.9285621940136248 -1.3631735216214902
-1.940210823569409 -1.3609928436318062
-1.9518333388378653 -1.3588499996423722
-1.9611109549521388 -1.3571658463123646
-1.963427414829605 -1.3567492059544808
-1.97499183940757 -1.3546928518932724
-1.981915923148039 -1.3534810747632562
-1.986525965474503 -1.3526823365829732
-1.9980287676330135 -1.350719657820629
-2.0003254125471464 -1.3503331551029254
-2.003767855366686 -1.3497573174635882
