logM logR
-2.0007619962715 -1.32982021169967
-2.0039454677358943 -1.3296915086955572
-2.009253202214721 -1.3294726195494833
-2.0145634481071615 -1.329248148126695
-2.0251901750892243 -1.3287846588594923
-2.0358226435746256 -1.3283064363218327
-2.0464599010113385 -1.3278152327299266
-2.04965212258202 -1.3276651856339086
-2.057101632183043 -1.3273117555985134
-2.0677458856277338 -1.326799462563496
-2.078394842655982 -1.3262747798813799
-2.0815902452138193 -1.3261153083147068
-2.0890473529713893 -1.3257397708002794
-2.099701377379479 -1.325198107405009
-2.1092926646460386 -1.3247026938292186
-2.1103585128298743 -1.3246471976405263
-2.1167538247565627 -1.324313046420383
-2.1210170633060743 -1.3240900315428497
-2.13167506982826 -1.3235301485593216
-2.1327408303156936 -1.3234740313176934
-2.1423333237021263 -1.3229662878090713
-2.1529897099972604 -1.322402168798275
-2.1540551578121048 -1.3223459091357728
-2.163641948990121 -1.3218419111683066
-2.172161208029933 -1.3213957536784235
-2.174290490417209 -1.3212848196494327
-2.1785484197023774 -1.3210636742361748
-2.1849338206933364 -1.3207336316884488
-2.1891900178900143 -1.3205142853203158
-2.195572884356229 -1.3201868488194413
-2.203016829102719 -1.3198082466787142
