-1.2551	-1.758
-1.2551	-1.7596
-1.2551	-1.7611
-1.2551	-1.7626
-1.2552	-1.7641
-1.2552	-1.7656
-1.2552	-1.7671
-1.2552	-1.7686
-1.2552	-1.7701
-1.2552	-1.7716
-1.2552	-1.773
-1.2552	-1.7745
-1.2552	-1.7759
-1.2552	-1.7773
-1.2552	-1.7787
-1.2552	-1.7802
-1.2552	-1.7815
-1.2552	-1.7829
-1.2552	-1.7843
-1.2552	-1.7857
-1.2552	-1.787
-1.2552	-1.7884
-1.2552	-1.7897
-1.2552	-1.791
-1.2552	-1.7924
-1.2552	-1.7937
-1.2552	-1.795
-1.2552	-1.7963
-1.2552	-1.7975
-1.2552	-1.7988
-1.2552	-1.8001
-1.2552	-1.8014
-1.2552	-1.8026
-1.2552	-1.8039
-1.2551	-1.8051
-1.2551	-1.8063
-1.2551	-1.8076
-1.2551	-1.8088
-1.255	-1.81
-1.255	-1.8112
-1.255	-1.8124
-1.255	-1.8136
-1.2549	-1.8148
-1.2549	-1.816
-1.2549	-1.8172
-1.2548	-1.8183
-1.2548	-1.8195
-1.2547	-1.8206
-1.2547	-1.8218
-1.2547	-1.8229
-1.2546	-1.8241
-1.2546	-1.8252
-1.2545	-1.8263
-1.2544	-1.8275
-1.2544	-1.8286
-1.2544	-1.8297
-1.2542	-1.8308
-1.2542	-1.8319
-1.2542	-1.833
-1.2541	-1.834
-1.254	-1.8353
-1.254	-1.8362
-1.2539	-1.8373
-1.2538	-1.8383
-1.2537	-1.8394
-1.2537	-1.8405
-1.2536	-1.8415
-1.2535	-1.8426
-1.2534	-1.8436
-1.2533	-1.8446
-1.2532	-1.8457
-1.2532	-1.8467
-1.2531	-1.8477
-1.253	-1.8487
-1.2529	-1.8497
-1.2529	-1.8507
-1.2528	-1.8517
-1.2527	-1.8527
-1.2526	-1.8536
-1.2526	-1.8546
-1.2525	-1.8556
-1.2524	-1.8565
-1.2524	-1.8575
-1.2523	-1.8584
-1.2522	-1.8594
-1.2522	-1.8603
-1.2521	-1.8612
-1.252	-1.8621
-1.252	-1.8631
-1.2519	-1.864
-1.2518	-1.8649
-1.2518	-1.8658
-1.2517	-1.8667
-1.2517	-1.8676
-1.2516	-1.8685
-1.2516	-1.8694
-1.2515	-1.8702
-1.2515	-1.8711
-1.2514	-1.872
-1.2513	-1.8728
-1.2513	-1.8737
-1.2512	-1.8746
-1.2512	-1.8754
-1.2511	-1.8763
-1.2511	-1.8771
-1.2511	-1.8779
-1.251	-1.8788
-1.251	-1.8796
-1.2509	-1.8804
-1.2509	-1.8812
-1.2508	-1.8821
-1.2508	-1.8829
-1.2507	-1.8837
-1.2507	-1.8845
-1.2506	-1.8853
-1.2506	-1.8861
-1.2506	-1.8869
-1.2505	-1.8877
-1.2505	-1.8884
-1.2504	-1.8892
-1.2504	-1.89
-1.2504	-1.8908
-1.2503	-1.8915
-1.2503	-1.8923
-1.2503	-1.8931
-1.2502	-1.8938
-1.2502	-1.8946
-1.2502	-1.8953
-1.2501	-1.8961
-1.2501	-1.8968
-1.25	-1.8976
-1.25	-1.8983
-1.25	-1.899
-1.25	-1.8998
-1.2499	-1.9005
-1.2499	-1.9012
-1.2499	-1.9019
-1.2498	-1.9027
-1.2498	-1.9034
-1.2498	-1.9041
-1.2497	-1.9048
-1.2497	-1.9055
-1.2497	-1.9062
-1.2497	-1.9069
-1.2496	-1.9076
-1.2496	-1.9083
-1.2496	-1.909
-1.2496	-1.9097
-1.2495	-1.9104
-1.2495	-1.9111
-1.2495	-1.9117
-1.2495	-1.9124
-1.2494	-1.9131
-1.2494	-1.9138
-1.2494	-1.9144
-1.2494	-1.9151
-1.2494	-1.9158
-1.2493	-1.9164
-1.2493	-1.9171
-1.2493	-1.9177
-1.2493	-1.9184
-1.2493	-1.919
-1.2492	-1.9197
-1.2492	-1.9203
-1.2492	-1.921
-1.2492	-1.9216
-1.2492	-1.9223
-1.2491	-1.9229
-1.2491	-1.9235
-1.2491	-1.9242
-1.2491	-1.9248
-1.2491	-1.9254
-1.2491	-1.9261
-1.249	-1.9267
-1.249	-1.9273
-1.249	-1.9279
-1.249	-1.9285
-1.249	-1.9292
-1.249	-1.9298
-1.2489	-1.9304
-1.2489	-1.931
-1.2489	-1.9316
-1.2489	-1.9322
-1.2489	-1.9328
-1.2489	-1.9334
-1.2488	-1.934
-1.2488	-1.9346
-1.2489	-1.9352
-1.2488	-1.9358
-1.2488	-1.9363
-1.2488	-1.9369
-1.2488	-1.9375
-1.2488	-1.9381
-1.2488	-1.9387
-1.2488	-1.9393
-1.2488	-1.9398
-1.2487	-1.9404
-1.2487	-1.941
-1.2487	-1.9416
-1.2487	-1.9421
-1.2487	-1.9427
-1.2487	-1.9433
-1.2487	-1.9438
