-1.0031	-1.1714
-1.0079	-1.1767
-1.0119	-1.1824
-1.0164	-1.1878
-1.0209	-1.1934
-1.025	-1.1992
-1.03	-1.2044
-1.0346	-1.21
-1.0405	-1.2147
-1.0458	-1.2201
-1.0506	-1.2257
-1.0557	-1.2313
-1.0615	-1.2365
-1.0663	-1.2424
-1.0711	-1.2483
-1.076	-1.2543
-1.0796	-1.2608
-1.0851	-1.2663
-1.0896	-1.2725
-1.0931	-1.2793
-1.0978	-1.2852
-1.101	-1.2921
-1.1048	-1.2986
-1.1089	-1.3049
-1.1122	-1.3115 
-1.1153	-1.3184
-1.118	-1.3251
-1.1211	-1.3316
-1.1244	-1.338
-1.1274	-1.3444
-1.1303	-1.3508
-1.1332	-1.3572
-1.1361	-1.3634
-1.1389	-1.3697
-1.1414	-1.3761
-1.144	-1.3823
-1.1468	-1.3883
-1.1497	-1.3941
-1.152	-1.4003
-1.1551	-1.4059
-1.1573	-1.412
-1.1601	-1.4176
-1.1617	-1.424
-1.1633	-1.4302
-1.1655	-1.4359
-1.1676	-1.4416
-1.1694	-1.4472
-1.1714	-1.4529
-1.1734	-1.4584
-1.1753	-1.4639
-1.1772	-1.4693
-1.1795	-1.4744
-1.1813	-1.4797
-1.1835	-1.4838
-1.1862	-1.4855
-1.1889	-1.4874
-1.1914	-1.4894
-1.1939	-1.4916
-1.1962	-1.4938
-1.1985	-1.4961
-1.2006	-1.4985
-1.2027	-1.5009
-1.2047	-1.5035
-1.2067	-1.5061
-1.2085	-1.5087
-1.2104	-1.5114
-1.2121	-1.5141
-1.2138	-1.5169
-1.2155	-1.5197
-1.2171	-1.5225
-1.2186	-1.5254
-1.2201	-1.5283
-1.2216	-1.5312
-1.2229	-1.5342
-1.2243	-1.5372
-1.2256	-1.5401
-1.2269	-1.5431
-1.2281	-1.5461
-1.2292	-1.5492
-1.2303	-1.5522
-1.2314	-1.5552
-1.2324	-1.5583
-1.2333	-1.5613
-1.2343	-1.5644
-1.2352	-1.5673
-1.2361	-1.5704
-1.237	-1.5733
-1.2378	-1.5763
-1.2387	-1.5793
-1.2395	-1.5822
-1.2402	-1.5852
-1.241	-1.5881
-1.2418	-1.591
-1.2425	-1.5939
-1.2432	-1.5968
-1.2439	-1.5996
-1.2446	-1.6024
-1.2453	-1.6052
-1.2459	-1.608
-1.2466	-1.6108
-1.2472	-1.6136
-1.2479	-1.6163
-1.2485	-1.619
-1.2491	-1.6217
-1.2497	-1.6244
-1.2502	-1.627
-1.2508	-1.6297
-1.2513	-1.6323
-1.2519	-1.6349
-1.2524	-1.6375
-1.2528	-1.6401
-1.2533	-1.6427
-1.2536	-1.6453
-1.2538	-1.6481
-1.2542	-1.6504
-1.2544	-1.6531
-1.2545	-1.6557
-1.2545	-1.6583
-1.2546	-1.6609
-1.2546	-1.6635
-1.2546	-1.666
-1.2546	-1.6685
-1.2547	-1.671
-1.2546	-1.6735
-1.2546	-1.6759
-1.2546	-1.6783
-1.2545	-1.6807
-1.2542	-1.6832
-1.254	-1.6856
-1.2538	-1.688
-1.2537	-1.6903
-1.2537	-1.6926
-1.2536	-1.6948
-1.2536	-1.6969
-1.2535	-1.6991
-1.2535	-1.7012
-1.2535	-1.7033
-1.2535	-1.7053
-1.2535	-1.7073
-1.2536	-1.7093
-1.2536	-1.7113
-1.2537	-1.7133
-1.2537	-1.7152
-1.2538	-1.7171
-1.2539	-1.7189
-1.2539	-1.7208
-1.254	-1.7227
-1.254	-1.7245
-1.2541	-1.7263
-1.2542	-1.7281
-1.2542	-1.7299
-1.2543	-1.7316
-1.2543	-1.7334
-1.2545	-1.7351
-1.2545	-1.7368
-1.2546	-1.7385
-1.2546	-1.7402
-1.2547	-1.7419
-1.2547	-1.7435
-1.2548	-1.7452
-1.2548	-1.7468
-1.2549	-1.7485
-1.2549	-1.7501
-1.255	-1.7517
-1.255	-1.7533
-1.255	-1.7549
-1.255	-1.7565
