-1.5692926465966157, -1.2523240138018485
-1.563742830995705, -1.2519672333524383
-1.5577705061618796, -1.2520812093693088
-1.5496007643131988, -1.251840526708026
-1.54317271991374, -1.251365434448307
-1.5341431994513544, -1.2515952315005323
-1.5243738265767461, -1.2514712923838462
-1.5175232729443722, -1.2514669565904082
-1.5063000255041001, -1.2514598532692434
-1.5003424608181493, -1.2520448625051672
-1.4959660769732823, -1.2519243366726773
-1.4908682909010365, -1.252038866195093
-1.4860730878602229, -1.2525068551336471
-1.4824365564275785, -1.2527400654700684
-1.477929176270323, -1.2530904806057077
-1.4725454123330035, -1.25338146308342
-1.4681745635435894, -1.2534375747080753
-1.4625048217411967, -1.253905010141084
-1.4565435670182771, -1.2543722610722445
-1.4511653381364107, -1.2548398810071018
-1.4437538988847958, -1.2555417260385466
-1.4369254854742342, -1.2562439400736884
-1.429663492719851, -1.257063635660821
-1.4231265922298157, -1.2577660341978112
-1.4171727175808335, -1.2584688017384984
-1.4120933816934311, -1.2591721227847308
-1.4057059277006279, -1.2599923718774086
-1.4000509460461097, -1.2609308405294708
-1.3930804662122531, -1.2617507206184517
-1.387851683827619, -1.2623361911089965
-1.3808885840676997, -1.2633915878075042
-1.3746532928493416, -1.2644163706524314
-1.3654160540559268, -1.2657696244443997
-1.3571081322812217, -1.267127282577368
-1.3467886278534456, -1.2688925424501505
-1.3376372080448093, -1.2702496667236036
-1.3289982933707136, -1.271811552814091
-1.319267102128629, -1.2735090392214257
-1.310963451230045, -1.2750029916886108
-1.304002990871569, -1.2762933568296948
-1.2920872464935056, -1.2782620438707237
-1.2842875589772196, -1.2796881694865094
-1.2767430563091737, -1.2811826024272583
-1.2663434729541256, -1.283084103248306
-1.2557794608684127, -1.2851217916316675
-1.2428707377921777, -1.287703162545254
-1.2342339585561426, -1.2893331958028498
-1.225599314758168, -1.291031376227554
-1.2162097936057765, -1.2928653705129116
-1.2088318551064563, -1.294291763058455
-1.1964249599744585, -1.2967371599535336
-1.1867044459226768, -1.2987753821964103
-1.176557911977808, -1.3006770431753125
-1.16809410322468, -1.3024434775390283
-1.1582849684933838, -1.3043453520617367
-1.1495670426110465, -1.3060775526840436
-1.1416061295211866, -1.3077420866128058
-1.132216608368795, -1.3095760808981634
-1.1215725173558102, -1.31175001022979
-1.1095820326456267, -1.3140253061368554
-1.098354967042102, -1.316437376851701
-1.0825046780374115, -1.3193576150925264
-1.0706925024052867, -1.3219396800234826
-1.0610563381568978, -1.3239779556523108
-1.0475507601427294, -1.3263545113629114
-1.0376615464841612, -1.328392626833885
-1.026844484988269, -1.330430155059392
-1.016280472902556, -1.3324678434427535
-1.0054655468447242, -1.334573518835369
-0.9932252158814523, -1.3369508753352422
-0.9853390431237127, -1.338308800397968
-0.9772905770733686, -1.339871060190116
-0.9677302208761305, -1.341636800536462
-0.9461719059354968, -1.3454393217049938
-0.9342625678716154, -1.347612450247348
-0.920253026475149, -1.3500568328093479
-0.9092629944963493, -1.351957959928735
-0.8947452188414636, -1.3543338750079175
-0.8803982782314247, -1.3567780440261112
-0.8656189114141173, -1.3588812102790055
-0.8488194201914968, -1.36111938960328
-0.8368150551339194, -1.3629517289241406
-0.8269023516566848, -1.3642402255569217
-0.8187524522984629, -1.365257254626251
-0.8079119009839043, -1.3665451640135655
-0.7987498039849652, -1.3675615524514766
-0.7869814048330824, -1.3688488745933243
-0.7789916633294045, -1.369593421766123
-0.766877323211707, -1.370607941695731
-0.7587946901523935, -1.3710798468141445
-0.7480235405748039, -1.3718907794176516
-0.7367334795484921, -1.372292508702799
-0.7269595795451955, -1.3726270517679655
-0.71558303327743, -1.372960580500053
-0.7059607493764349, -1.3727500530002552
-0.6987023954085073, -1.372609167474208
