# Age      Mass       Teff       logL       logg       logR
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
